detector,localization,k_n,edge_mae,ler_mae,lwr_mae
threshold,pixel,0.3,0.4004470822742563,0.05749013327166286,0.07615804676203464
threshold,sub-pixel,0.3,0.23999875329970966,0.05614000685029796,0.06598886130421233
canny,pixel,0.3,0.43145872233820853,0.11053726765851102,0.1459111525127772
canny,sub-pixel,0.3,0.23999875329970966,0.05614000685029796,0.06598886130421233
threshold,pixel,0.3,0.3871439462537347,0.047326269376482655,0.1169657941633977
threshold,sub-pixel,0.3,0.2369231206526921,0.04198026086643991,0.08957844354321454
canny,pixel,0.3,0.42527431885525735,0.10180398462942719,0.20072005900040102
canny,sub-pixel,0.3,0.2369231206526921,0.04198026086643991,0.08957844354321454
threshold,pixel,0.3,0.3988209210369331,0.045622914183973684,0.03691568780641363
threshold,sub-pixel,0.3,0.23643212684974008,0.05908426566598224,0.06281510050730965
canny,pixel,0.3,0.4271133626955048,0.11423884883912527,0.1332197263482704
canny,sub-pixel,0.3,0.23643212684974008,0.05908426566598224,0.06281510050730965
threshold,pixel,1.0,0.4000937072404018,0.01916360034481379,0.03390337434298285
threshold,sub-pixel,1.0,0.24823209763483395,0.04531640358030509,0.07954942497158823
canny,pixel,1.0,0.4305517160596683,0.10562393159449035,0.1689501851647488
canny,sub-pixel,1.0,0.24823209763483395,0.04531640358030509,0.07954942497158823
threshold,pixel,1.0,0.3972070409297205,0.03873570604697252,0.07398629737091489
