method,seed,k_n,config,precision_sigma_L,precision_sigma_R,precision_sigma_W,pos_jitter,bias_sigma_L,bias_sigma_R,bias_sigma_W,ler_mae,lwr_mae,edge_mae
seg-only,0,2.0,"(1.5, 8.0, 0.3, -0.3)",0.0029941785614937544,0.001669804914854467,0.0032839670311659575,0.1116730272769928,0.04330432415008545,0.036836981773376465,0.06258749961853027,0.04007057100534439,0.06258746981620789,0.25649329274892807
seg-only,0,2.0,"(1.5, 8.0, 0.3, -0.3)",0.005088140722364187,0.004809380043298006,0.006068137474358082,0.10927071049809456,0.03911006450653076,0.047116994857788086,0.07141947746276855,0.043113529682159424,0.07141965627670288,0.2575521022081375
seg-only,0,4.0,"(1.5, 8.0, 0.3, -0.3)",0.0051269931718707085,0.008184855803847313,0.010041268542408943,0.16328227519989014,0.022821903228759766,0.014107942581176758,0.014802694320678711,0.018464937806129456,0.014802783727645874,0.2772144228219986
seg-only,0,4.0,"(1.5, 8.0, 0.3, -0.3)",0.0047774529084563255,0.00741528021171689,0.01319858804345131,0.1595861092209816,0.029607772827148438,0.03175067901611328,0.058548688888549805,0.030679211020469666,0.05854877829551697,0.27971383929252625
seg-only,0,4.0,"(1.5, 8.0, 0.3, -0.3)",0.006832887884229422,0.007826751098036766,0.009299811907112598,0.1667817011475563,0.027948975563049316,0.010481834411621094,0.0473482608795166,0.01921548694372177,0.04734832048416138,0.26852691173553467
seg-only,0,4.0,"(1.5, 8.0, 0.3, -0.3)",0.0039587183855473995,0.004520847927778959,0.008600980043411255,0.1632421910762787,0.037691354751586914,0.050997138023376465,0.07397699356079102,0.044344283640384674,0.07397687435150146,0.2705226391553879
seg-only,0,0.3,"(1.5, 8.0, 0.7, 0.0)",0.0012415861710906029,0.0015606957022100687,0.0019127464620396495,0.03147745132446289,0.0016554594039916992,0.0005048513412475586,0.024155139923095703,0.001534096896648407,0.024155080318450928,0.19524873048067093
seg-only,0,0.3,"(1.5, 8.0, 0.7, 0.0)",0.0008021137909963727,0.0013065895764157176,0.0017696938011795282,0.03160862438380718,0.02971506118774414,0.009616494178771973,0.028733015060424805,0.019665852189064026,0.028733015060424805,0.19571402668952942
seg-only,0,0.3,"(1.5, 8.0, 0.7, 0.0)",0.0015933735994622111,0.0013129537692293525,0.001683732494711876,0.03203341364860535,0.00895678997039795,0.014060139656066895,0.002508401870727539,0.011508464813232422,0.0025318562984466553,0.19265424460172653
seg-only,0,0.3,"(1.5, 8.0, 0.7, 0.0)",0.0015403357101604342,0.001116873580031097,0.0019597152713686228,0.0315692825242877,0.008356690406799316,0.010476112365722656,0.01364743709564209,0.009416371583938599,0.013647451996803284,0.1983409821987152
seg-only,0,1.0,"(1.5, 8.0, 0.7, 0.0)",0.0031264969147741795,0.0020973486825823784,0.004525414668023586,0.06114603579044342,0.002603769302368164,0.0033469200134277344,0.013939619064331055,0.0034022927284240723,0.013939440250396729,0.19873962551355362
