seed,config,edge_mae,ler_mae,lwr_mae
0,"(1.5, 20.0, 0.7, 0.3)",0.18415667729507917,0.019763757825213557,0.011433005527892837
0,"(1.5, 20.0, 0.7, 0.3)",0.18852413166896206,0.0006317750382598408,0.004188606080534063
0,"(1.5, 20.0, 0.7, 0.3)",0.18545846218493692,0.015120685646635712,0.013907113166591989
0,"(1.5, 20.0, 0.7, 0.6)",0.175479713891249,0.017717223215201194,0.011822316779951603
0,"(1.5, 20.0, 0.7, 0.6)",0.18532730897910707,0.010676559066994162,0.014247886515558639
0,"(1.5, 20.0, 0.7, 0.6)",0.17760472822918338,0.009152929367349794,0.0020929970483760663
0,"(1.5, 20.0, 0.7, 0.6)",0.2029032114198735,0.00865489901268135,0.0006003632369175893
0,"(1.5, 20.0, 0.7, 0.6)",0.18285210902204344,0.021371444127232908,0.011154601801797392
0,"(1.5, 20.0, 0.7, 0.6)",0.17416674279422506,0.013128832527204426,0.017384722643489114
0,"(1.5, 20.0, 0.7, 0.6)",0.18672912766452618,0.01925532981008915,0.07972693370597783
0,"(1.5, 20.0, 0.7, 0.6)",0.17492103029331302,0.013858769123145764,0.037298241788239705
0,"(1.5, 20.0, 0.7, 0.6)",0.1755473945064902,0.022353176509172124,0.04667888066929038
0,"(1.5, 20.0, 0.7, 0.6)",0.18230931321486482,0.01001764091985613,0.0006944050498161047
0,"(1.5, 20.0, 0.7, 0.6)",0.18000201737878802,0.014540909186817608,0.015422454277375541
0,"(1.5, 20.0, 0.7, 0.6)",0.1961790360151789,0.00918707807256025,0.006632830391087197
0,"(1.5, 20.0, 0.7, 0.6)",0.18730221707906625,0.008376039952341485,0.03083881272175404
0,"(1.5, 20.0, 0.7, 0.6)",0.17966454526488657,0.004903654384161182,0.05092514551553351
0,"(1.5, 20.0, 0.7, 0.6)",0.19135710935059647,0.013819588983205233,0.02502106371950097
0,"(1.5, 20.0, 0.7, -0.3)",0.18492952542539548,0.009765637667936478,0.003757087271430759
0,"(1.5, 20.0, 0.7, -0.3)",0.1693371990699789,0.021469589327680616,0.011868943548275723
0,"(1.5, 20.0, 0.7, -0.3)",0.1790049244305704,0.009358652701815795,0.009071117449106048
0,"(1.5, 20.0, 0.7, -0.3)",0.1923605817637033,0.012597481155525614,0.0041402324898554
0,"(1.5, 20.0, 0.7, -0.3)",0.1828785895708988,0.009646671237913074,0.001760092937644675
