d_sigma_L,d_sigma_R,d_sigma_W,d_pos,d_width,sigma_W_A,sigma_W_B,method,pair,y_A,width_px,ncc
0.031490325927734375,0.6237630844116211,0.1784982681274414,4.676595687866211,1.2669906616210938,10.691530227661133,10.513031959533691,learned,sem0014.png->sem0036.png,2208,25.0,0.8358350992202759
0.048843979835510254,0.07534313201904297,0.0029380321502685547,1.8300566989740776,0.33843937651337797,2.631791114807129,2.6288530826568604,classical,sem0014.png->sem0036.png,2342,24.0,0.8358350992202759
1.5046155452728271,0.1254265308380127,1.394629716873169,3.126054525375366,0.8862152099609375,4.626659393310547,3.232029676437378,learned,sem0014.png->sem0036.png,2342,24.0,0.8358350992202759
0.09009027481079102,0.13545489311218262,0.11724567413330078,2.405722946356107,0.09898066338352862,8.260445594787598,8.143199920654297,classical,sem0014.png->sem0036.png,2433,24.5,0.8358350992202759
0.005436897277832031,0.6897516250610352,0.21977853775024414,3.1705117225646973,0.38301849365234375,7.777139186859131,7.557360649108887,learned,sem0014.png->sem0036.png,2433,24.5,0.8358350992202759
0.4554007053375244,0.10370397567749023,0.2512340545654297,2.009359603542988,0.07884043554788889,6.932430267333984,7.183664321899414,classical,sem0014.png->sem0036.png,2522,24.0,0.8358350992202759
0.16441965103149414,0.02190399169921875,0.07135581970214844,4.667501449584961,0.040924072265625,9.140254020690918,9.06889820098877,learned,sem0014.png->sem0036.png,2522,24.0,0.8358350992202759
0.14156770706176758,0.09716415405273438,0.2271265983581543,2.4880701388693636,0.1743791492857767,6.422243595123291,6.649370193481445,classical,sem0014.png->sem0036.png,2568,25.0,0.8358350992202759
0.40805625915527344,0.09085988998413086,0.4828324317932129,4.925509929656982,0.9974250793457031,7.32722282409668,7.810055255889893,learned,sem0014.png->sem0036.png,2568,25.0,0.8358350992202759
0.6679415702819824,0.14490866661071777,0.6965012550354004,1.6245988967016014,2.3253382704471193,6.31978178024292,7.01628303527832,classical,sem0014.png->sem0036.png,2840,23.0,0.8358350992202759
0.12700796127319336,0.3819561004638672,0.5264167785644531,5.38463020324707,2.0418701171875,8.26938533782959,7.742968559265137,learned,sem0014.png->sem0036.png,2840,23.0,0.8358350992202759
0.45510149002075195,0.2067403793334961,0.19805622100830078,2.077009794832466,1.0541758067660254,9.098649978637695,8.900593757629395,classical,sem0014.png->sem0036.png,3112,19.5,0.8358350992202759
0.21584033966064453,0.4081430435180664,0.5522308349609375,5.197717666625977,0.9447174072265625,8.253196716308594,8.805427551269531,learned,sem0014.png->sem0036.png,3112,19.5,0.8358350992202759
0.033933281898498535,0.021807551383972168,0.09466135501861572,1.7549269023087632,0.06660998053901324,1.90265953540802,1.8079981803894043,classical,sem0014.png->sem0036.png,3159,25.0,0.8358350992202759
0.2453935146331787,0.3758126497268677,0.28574657440185547,2.3611996173858643,0.14113616943359375,2.6601479053497314,2.374401330947876,learned,sem0014.png->sem0036.png,3159,25.0,0.8358350992202759
