method,config,edge_mae,ler_mae,lwr_mae,seed
seg-only,"(1.5, 20.0, 0.7, 0.0)",0.20151272416114807,0.004970550537109375,0.02416372299194336,0
seg-only,"(1.5, 20.0, 0.7, 0.0)",0.187260240316391,0.010710000991821289,0.010144829750061035,0
seg-only,"(1.5, 20.0, 0.7, 0.0)",0.1896757408976555,0.008104145526885986,0.022048354148864746,0
seg-only,"(1.5, 20.0, 0.7, 0.0)",0.17641303688287735,0.011679649353027344,0.0035839080810546875,0
seg-only,"(1.5, 20.0, 0.7, 0.3)",0.1922466680407524,0.005659937858581543,0.010225653648376465,0
seg-only,"(1.5, 20.0, 0.7, 0.3)",0.1870769038796425,0.010868728160858154,0.03528451919555664,0
seg-only,"(1.5, 20.0, 0.7, 0.3)",0.18936576694250107,0.004630982875823975,0.004736900329589844,0
seg-only,"(1.5, 20.0, 0.7, 0.3)",0.18730101734399796,0.014370501041412354,0.00636136531829834,0
seg-only,"(1.5, 20.0, 0.7, 0.3)",0.1820802539587021,0.009059131145477295,0.036604881286621094,0
seg-only,"(1.5, 20.0, 0.7, 0.3)",0.1884441003203392,0.010321855545043945,0.007750034332275391,0
seg-only,"(1.5, 20.0, 0.7, 0.3)",0.20259705930948257,0.00635606050491333,0.029892444610595703,0
seg-only,"(1.5, 20.0, 0.7, 0.3)",0.17053893953561783,0.009980320930480957,0.026228904724121094,0
seg-only,"(1.5, 20.0, 0.7, 0.3)",0.19486652314662933,0.012502849102020264,0.0006569623947143555,0
seg-only,"(1.5, 20.0, 0.7, 0.3)",0.19975756108760834,0.00824129581451416,0.0020078420639038086,0
seg-only,"(1.5, 20.0, 0.7, 0.3)",0.18437132239341736,0.002697467803955078,0.0045125484466552734,0
seg-only,"(1.5, 20.0, 0.7, 0.3)",0.1856861710548401,0.004021108150482178,0.012270808219909668,0
seg-only,"(1.5, 20.0, 0.7, 0.3)",0.18727365136146545,0.005219876766204834,0.029953479766845703,0
seg-only,"(1.5, 20.0, 0.7, 0.3)",0.17502932250499725,0.009118616580963135,0.00016796588897705078,0
seg-only,"(1.5, 20.0, 0.7, 0.3)",0.18153458088636398,0.006044328212738037,0.022974133491516113,0
seg-only,"(1.5, 20.0, 0.7, 0.6)",0.18159570544958115,0.015788614749908447,0.03302121162414551,0
seg-only,"(1.5, 20.0, 0.7, 0.6)",0.18350200355052948,0.009268224239349365,0.026511192321777344,0
seg-only,"(1.5, 20.0, 0.7, 0.6)",0.1917296200990677,0.012338817119598389,0.007103681564331055,0
seg-only,"(1.5, 20.0, 0.7, 0.6)",0.1799931824207306,0.019785642623901367,0.027672290802001953,0
seg-only,"(1.5, 20.0, 0.7, 0.6)",0.19146350771188736,0.004936695098876953,0.0013309717178344727,0
seg-only,"(1.5, 20.0, 0.7, 0.6)",0.19564376026391983,0.018716812133789062,0.03915262222290039,0
seg-only,"(1.5, 20.0, 0.7, 0.6)",0.1872701644897461,0.011991500854492188,0.01985323429107666,0
seg-only,"(1.5, 20.0, 0.7, 0.6)",0.17893198877573013,0.015139520168304443,0.003209829330444336,0
seg-only,"(1.5, 20.0, 0.7, 0.6)",0.18811945617198944,0.007428646087646484,0.013049960136413574,0
seg-only,"(1.5, 20.0, 0.7, 0.6)",0.1841084137558937,0.019933760166168213,0.037053823471069336,0
seg-only,"(1.5, 20.0, 0.7, 0.6)",0.18729154020547867,0.011704862117767334,0.026086091995239258,0
seg-only,"(1.5, 20.0, 0.7, 0.6)",0.18039573729038239,0.004033386707305908,0.0051795244216918945,0
seg-only,"(1.5, 20.0, 0.7, 0.6)",0.17898378521203995,0.013299942016601562,0.029147744178771973,0
seg-only,"(1.5, 20.0, 0.7, 0.6)",0.17808320373296738,0.010036706924438477,0.013877511024475098,0
seg-only,"(1.5, 20.0, 0.7, 0.6)",0.19704066216945648,0.0020525455474853516,0.001677393913269043,0
seg-only,"(1.5, 20.0, 0.7, -0.3)",0.182200625538826,0.006580173969268799,0.010919570922851562,0
seg-only,"(1.5, 20.0, 0.7, -0.3)",0.1852271929383278,0.010698795318603516,0.006440639495849609,0
seg-only,"(1.5, 20.0, 0.7, -0.3)",0.1869518682360649,0.005066215991973877,0.006742715835571289,0
seg-only,"(1.5, 20.0, 0.7, -0.3)",0.17915262281894684,0.014318466186523438,0.02626323699951172,0
seg-only,"(1.5, 20.0, 0.7, -0.3)",0.17552216351032257,0.018794894218444824,0.029686927795410156,0
seg-only,"(1.5, 20.0, 0.7, -0.3)",0.18596362322568893,0.01987636089324951,0.009711980819702148,0
seg-only,"(1.5, 20.0, 0.7, -0.3)",0.17506954818964005,0.018700003623962402,0.010521888732910156,0
seg-only,"(1.5, 20.0, 0.7, -0.3)",0.1838996857404709,0.0235975980758667,0.013502836227416992,0
seg-only,"(1.5, 20.0, 0.7, -0.3)",0.1746911257505417,0.006289660930633545,0.040492892265319824,0
seg-only,"(1.5, 20.0, 0.7, -0.3)",0.17895478010177612,0.024915218353271484,0.05036425590515137,0
seg-only,"(1.5, 20.0, 0.7, -0.3)",0.19529815763235092,0.010336875915527344,0.00374603271484375,0
seg-only,"(1.5, 20.0, 0.7, -0.3)",0.18718533217906952,0.023389697074890137,0.010530233383178711,0
seg-only,"(1.5, 20.0, 0.7, -0.3)",0.17465735971927643,0.012483596801757812,0.03091299533843994,0
seg-only,"(1.5, 20.0, 0.7, -0.3)",0.18434391915798187,0.010142982006072998,0.006404876708984375,0
