method,seed,config,logpsd_L_all,logpsd_L_low,logpsd_L_mid,logpsd_L_high,logpsd_R_all,logpsd_R_low,logpsd_R_mid,logpsd_R_high,logpsd_W_all,logpsd_W_low,logpsd_W_mid,logpsd_W_high,logpsd_mean_all
seg-only,0,"(1.5, 8.0, 0.3, 0.6)",5.293610572814941,0.605331540107727,5.452558517456055,7.2984843254089355,5.266107082366943,0.5162484645843506,5.193848609924316,7.530608654022217,4.757773399353027,0.5818029046058655,4.503369331359863,6.939549446105957,5.105830351511638
seg-only,0,"(1.5, 8.0, 0.3, 0.6)",5.485751152038574,0.5664851665496826,5.387394905090332,7.854538440704346,5.46012020111084,0.7428489923477173,5.515809535980225,7.581633567810059,4.893275260925293,0.3683534860610962,4.771543502807617,7.103433132171631,5.279715538024902
seg-only,0,"(1.5, 8.0, 0.3, 0.6)",5.2941460609436035,0.585551917552948,5.192030429840088,7.569459438323975,5.3989057540893555,0.704099178314209,5.160951137542725,7.803695201873779,4.582638740539551,0.41681039333343506,4.353029727935791,6.734939098358154,5.091896851857503
seg-only,0,"(1.5, 8.0, 0.3, 0.6)",5.595298767089844,0.6932722330093384,5.6497344970703125,7.8033366203308105,5.194981098175049,0.30484670400619507,4.897188186645508,7.749759674072266,4.524861812591553,0.3942738175392151,4.0513787269592285,6.904770851135254,5.105047225952148
seg-only,0,"(1.5, 8.0, 0.3, 0.6)",5.303812026977539,0.3505960702896118,5.131289005279541,7.762434959411621,5.3115925788879395,0.6541703343391418,5.3156256675720215,7.45713996887207,4.643821716308594,0.5584660768508911,4.428061008453369,6.745132923126221,5.086408774058024
seg-only,0,"(1.5, 8.0, 0.3, 0.6)",5.187719345092773,0.5410019755363464,5.229346752166748,7.290731906890869,5.091795444488525,0.5218732953071594,4.812193393707275,7.480592727661133,4.350003242492676,0.29479795694351196,3.994499444961548,6.577139854431152,4.876506010691325
seg-only,0,"(1.5, 8.0, 0.3, 0.6)",5.465319633483887,1.0303521156311035,5.38721227645874,7.590335369110107,5.114668846130371,0.42205628752708435,5.058293342590332,7.33686637878418,4.605619430541992,0.2688518166542053,4.281501293182373,6.931324005126953,5.061869303385417
seg-only,0,"(1.5, 8.0, 0.3, 0.6)",5.471096992492676,0.8224964141845703,5.517780303955078,7.5699238777160645,5.231597900390625,0.5911745429039001,5.244264125823975,7.360665798187256,4.569441795349121,0.46342581510543823,4.531590461730957,6.502377033233643,5.090712229410808
seg-only,0,"(1.5, 8.0, 0.3, 0.6)",5.383023738861084,0.409515917301178,5.557772159576416,7.503740310668945,5.094589710235596,0.5385391116142273,4.981545448303223,7.310426712036133,4.321097373962402,0.33568233251571655,4.169173240661621,6.312444686889648,4.93290360768636
seg-only,0,"(1.5, 8.0, 0.3, 0.6)",5.307315349578857,0.567072331905365,5.2674713134765625,7.5349650382995605,5.229467868804932,0.533690333366394,4.996640205383301,7.629578113555908,4.441841125488281,0.2364000380039215,4.283740043640137,6.5409159660339355,4.99287478129069
