detector,localization,k_n,edge_mae,ler_mae,lwr_mae
canny,pixel,2.0,0.48454745980872416,0.1790633001341284,0.2953387193788397
canny,sub-pixel,2.0,0.282675101479145,0.07960445058525167,0.13244153360507016
threshold,pixel,2.0,0.410881272491107,0.09002863117928883,0.14047977334414985
threshold,sub-pixel,2.0,0.2857050638977019,0.09668488166800682,0.14916732033167124
canny,pixel,2.0,0.47950642390436404,0.18916195501325805,0.2954283184181874
canny,sub-pixel,2.0,0.2857050638977019,0.09668488166800682,0.14916732033167124
threshold,pixel,2.0,0.42872591767680407,0.07701129575794319,0.12292810830147527
threshold,sub-pixel,2.0,0.29234136476506595,0.08387880900448696,0.13920511960184312
canny,pixel,2.0,0.49568383412938677,0.19894501492417382,0.2731335956421561
canny,sub-pixel,2.0,0.29234136476506595,0.08387880900448696,0.13920511960184312
threshold,pixel,2.0,0.41482604179519683,0.0770574018674739,0.11998408268719629
threshold,sub-pixel,2.0,0.2888040621782473,0.0949911482702257,0.14136347199217747
canny,pixel,2.0,0.5052307057868792,0.1906043719269762,0.2770461032223943
canny,sub-pixel,2.0,0.2888040621782473,0.0949911482702257,0.14136347199217747
threshold,pixel,2.0,0.4056362030149402,0.060839613013151994,0.10878284316538744
threshold,sub-pixel,2.0,0.2860453933370948,0.08174555494187585,0.1252684181847883
canny,pixel,2.0,0.4823608386776858,0.18450741950594107,0.30623594140444266
canny,sub-pixel,2.0,0.2860453933370948,0.08174555494187585,0.1252684181847883
threshold,pixel,2.0,0.4080179694389793,0.07442715207305672,0.09610589581959061
threshold,sub-pixel,2.0,0.2847073657520968,0.07453438513009114,0.10340117846841368
canny,pixel,2.0,0.500358722971456,0.18697705275080878,0.2613401397539188
canny,sub-pixel,2.0,0.2920738504818683,0.07660955722045715,0.09563471298393722
threshold,pixel,2.0,0.4326144488340443,0.06318946419638016,0.10097248145045024
threshold,sub-pixel,2.0,0.2876174846257402,0.07692920773858947,0.10788900599740048
canny,pixel,2.0,0.4884246673762306,0.17656607608845842,0.28422042786304447
canny,sub-pixel,2.0,0.2876174846257402,0.07692920773858947,0.10788900599740048
threshold,pixel,2.0,0.42322861975439646,0.06958076972068572,0.10537449378565222
threshold,sub-pixel,2.0,0.2870399022140354,0.09726669139897326,0.16114941853758324
canny,pixel,2.0,0.49654814245370643,0.18770950328684288,0.304138325911397
canny,sub-pixel,2.0,0.290498913007801,0.10408226921101982,0.17356934277438762
threshold,pixel,2.0,0.4183501750863465,0.07248881046589595,0.09465198563399957
